section_type,section_id,section_name,section_name,question_required,question_title,question_desc,question_placeholder_text,question_validation_text,question_type,question_answer_object,question_answer_fileformat,question_answer_scale_min_max_step,question_answer_option01,question_answer_option02,question_answer_option03,question_answer_option04,question_answer_option05,question_answer_option06,question_answer_option07,question_answer_option08,question_answer_option09,question_answer_option10,question_answer_option11,question_answer_option12,question_answer_option13,question_answer_option14,question_answer_option15,question_answer_option16,question_answer_option17,question_answer_option18,question_answer_option19,question_answer_option20,question_answer_option21,question_answer_option22,question_answer_option23,question_answer_option24,question_answer_option25
Specifica,B1.1,B1.1 – Modello produttivo circolare,,TRUE,Categoria merceologica prevalente,,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,
Specifica,B1.1,B1.1 – Modello produttivo circolare,,FALSE,Categoria merceologica secondaria (opzionale),,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Materia Prima Seconda (MPS) da materiali riciclati,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,
Specifica,B1.1,B1.1 – Modello produttivo circolare,,TRUE,Quali fasi dell’economia circolare intercetta il tuo modello circolare?,,,,checkbox,,,,Progettazione,Approvvigionamento delle materie e risorse ,Produzione,"Logistica, trasporti e distribuzione",Supporto al consumo,Raccolta dei rifiuti,Riciclaggio,,,,,,,,,,,,,,,,,,
Specifica,B1.1,B1.1 – Modello produttivo circolare,,TRUE,Descrizione del modello,"Min. 250 caratteri, max. 1000 caratteri. Utilizza la terza persona e il tempo verbale presente.",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.1 - D1,B1.1 – Modello produttivo circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,Su quali principi strategici si basa il tuo modello circolare?,,,,checkbox,,,,Allungamento della vita dei prodotti,"Recupero, riutilizzo e riciclo di qualità",Transizione da prodotto a servizio,Approvvigionamento di materie prime seconde ed energie rinnovabili,Efficienza nell’uso di materia e risorse,Prevenzione e riduzione della produzione di rifiuti,Prevenzione e riduzione delle emissioni inquinanti,"Prevenzione, riduzione e compensazione delle emissioni climalteranti",Supporto al consumo responsabile,Supporto alla modifica dei comportamenti dei singoli verso modelli virtuosi,"Collaborazione e condivisione tra soggetti della medesima filiera o di diverse filiere
",,,,,,,,,,,,,,
Specifica,B1.1 - D10,B1.1 – Modello produttivo circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,"Il modello produttivo ha ottenuto menzioni, premi, riconoscimenti, citazioni in articoli e stampa, in relazione al suo contenuto di economia circolare?",,,,boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.1 - D10,B1.1 – Modello produttivo circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,"Descrizione di menzioni, premi, riconoscimenti, citazioni ottenuti",Campo testo max 250 caratteri + Upload di eventuali file,,,text_short_alfanum,,.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.1 - D10,B1.1 – Modello produttivo circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,Caratteristiche di circolarità: descrivi le caratteristiche che rendono circolare il tuo modello,"Min. 500 caratteri, max. 2000 caratteri. Utilizza la terza persona e il tempo verbale presente.",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2,B1.2 - Prodotto circolare,,TRUE,Nome del prodotto,,,,text_short_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2,B1.2 - Prodotto circolare,,TRUE,Categoria merceologica prevalente,,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,
Specifica,B1.2,B1.2 - Prodotto circolare,,FALSE,Categoria merceologica secondaria (opzionale),,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza,
Elettronica","Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Materia Prima Seconda (MPS) da materiali riciclati,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,
Specifica,B1.2,B1.2 - Prodotto circolare,,TRUE,Descrizione del prodotto,"Min. 250 caratteri, max. 1000 caratteri. Utilizza la terza persona e il tempo verbale presente.
",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D1,B1.2 - Prodotto circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,Il prodotto è stato progettato per avere una vita più lunga?,,,,checkbox,,,,"Si, con attenzione alla solidità del prodotto","Si, con attenzione alla riparabilità del prodotto e/o delle sue componenti","Si, con attenzione alla reperibilità delle parti di ricambio",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D1,B1.2 - Prodotto circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,Il prodotto è stato progettato per essere flessibile/adattabile?,,,,checkbox,,,,"Si, con attenzione alla modularità","Si, con attenzione alla scomponibilità","Si, con attenzione alla disassemblabilità dei prodotti in componenti monomateriale", singolarmente riciclabili o riutilizzabili,No,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D1,B1.2 - Prodotto circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,Il prodotto è stato progettato per avere una seconda vita?,,,,checkbox,,,,"Si, con attenzione alla ri-utilizzabilità del prodotto e/o delle sue componenti","Si, con attenzione alla rigenerabilità del prodotto e/o delle sue componenti","Si, con attenzione alla reperibilità delle ricariche",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D1,B1.2 - Prodotto circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,Il prodotto è stato progettato per essere recuperato a fine vita?,,,,checkbox,,,,"Si, con attenzione alla riciclabilità del prodotto e/o delle sue componenti","Si, con attenzione alla biodegradabilità e/o compostabilità del prodotto e/o delle sue componenti","No
",,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D1,B1.2 - Prodotto circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,La progettazione del prodotto comprende la progettazione di un imballaggio con minore impatto?,,,,checkbox,,,,"Si, con attenzione alla eliminazione dell’imballaggio","Si, con attenzione alla riduzione dell’imballaggio",Si con attenzione alla riciclabilità dell’imballaggio,"Si, con attenzione alla seconda vita dell’imballaggio",No,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D1,B1.2 - Prodotto circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,"La progettazione del prodotto comprende la progettazione di servizi per la sua fornitura in regime di comodato d’uso/leasing/noleggio, attraverso cui promuovere il passaggio dall’acquisto di prodotti all’acquisto di servizi che ne garantiscono l’uso, ma anche la manutenzione, la sostituzione a fine vita, una maggiore flessibilità, etc (secondo la logica product as a service)?",,,,boolean,,,,Si," No
",,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D1,B1.2 - Prodotto circolare,Dimensione 1 – progettazione circolare (ecodesign),TRUE,La progettazione del prodotto comprende la pianificazione della logistica e dei flussi di ritorno?,,,,checkbox,,,,"Si, con l’attivazione di sistemi di reverse-logistic che realizzano sinergie tra flussi di approvvigionamento materia, distribuzione prodotti e raccolta rifiuti/resi","Si, attraverso il collocamento dei resi in mercati secondari","Si, pianificando attività di ri-manifattura, riutilizzo, riparazione dei prodotti",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D10,B1.2 - Prodotto circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,Il prodotto ha ottenuto la certificazione ambientale di prodotto secondo gli schemi esistenti?,,,,checkbox,,,,"Si, Ecolabel o altra etichettatura ambientale di Tipo I - ISO 14024","Si, autodichiarazione ambientale di Tipo II- ISO 14021","Si, EPD o altra dichiarazione ambientale di prodotto di Tipo III - ISO 14025",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D10,B1.2 - Prodotto circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,"Il prodotto ha ottenuto menzioni, premi, riconoscimenti, citazioni in articoli e stampa, in relazione al suo contenuto di economia circolare?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D10,B1.2 - Prodotto circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,"Descrizione di menzioni, premi, riconoscimenti, citazioni ottenuti","Campo testo max 250 caratteri + Upload di eventuali file
",,,text_short_alfanum,,.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D10,B1.2 - Prodotto circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,Caratteristiche di circolarità: descrivi le caratteristiche che rendono il tuo prodotto circolare,"Min. 500 caratteri, max. 2000 caratteri. Utilizza la terza persona e il tempo verbale presente.",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D2,B1.2 - Prodotto circolare,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Il prodotto viene realizzato con materie prime seconde?,,,,radio,,,,"Si, totalmente"," Si, parzialmente", No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D2,B1.2 - Prodotto circolare,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Il prodotto viene realizzato con biomateriali?,,,,radio,,,,"Si, totalmente"," Si, parzialmente", No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D2,B1.2 - Prodotto circolare,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Nella realizzazione del prodotto è stato evitato il ricorso a materie in via di esaurimento (critical row materials)?,,,,radio,,,,"Si, totalmente"," Si, parzialmente", No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D2,B1.2 - Prodotto circolare,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,"Nella realizzazione del prodotto materie e sostanze inquinanti, tossiche, pericolose per impatto sulla salute e sull'ambiente sono state eliminate?",,,,radio,,,,"Si, totalmente"," Si, parzialmente", No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D3,B1.2 - Prodotto circolare,Dimensione 3 - consumo di risorse naturali e materia,TRUE,Il prodotto è realizzato riducendo l'uso di materie prime a parità di produzione?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D4,B1.2 - Prodotto circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,In fase di produzione utilizzi sistemi e strumenti di controllo e ottimizzazione per la prevenzione della produzione di rifiuti e scarti?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D4,B1.2 - Prodotto circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Gli scarti e i rifiuti derivanti dalla produzione del prodotto sono avviati recupero di materia?,,,,checkbox,,,,"Si, internamente al ciclo produttivo della mia organizzazione","Si, esternamente al ciclo produttivo della mia organizzazione", No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D4,B1.2 - Prodotto circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Gli scarti e i rifiuti derivanti dalla produzione del prodotto sono avviati a recupero di energia?,,,,checkbox,,,,"Si, internamente al ciclo produttivo della mia organizzazione","Si, esternamente al ciclo produttivo della mia organizzazione",No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D4,B1.2 - Prodotto circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,In fase di produzione utilizzi sistemi e strumenti per la prevenzione e riduzione delle emissioni inquinanti in acqua?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D4,B1.2 - Prodotto circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,In fase di produzione utilizzi sistemi e strumenti per la prevenzione e riduzione delle emissioni inquinanti in atmosfera?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D5,B1.2 - Prodotto circolare,Dimensione 5 - trasporti e distribuzione,TRUE,Per la distribuzione del prodotto applichi principi di ottimizzazione?,,,,checkbox,,,,"Si, modello matematico di ottimizzazione","Si, selezione dei tragitti migliori","Si, spedizioni a pieno carico","Si, condivisione dei mezzi di trasporto con altre organizzazioni",No,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D5,B1.2 - Prodotto circolare,Dimensione 5 - trasporti e distribuzione,TRUE,Nella costruzione del prezzo del prodotto sono state considerate le esternalità derivanti dai trasporti per l’approvvigionamento delle materie e la distribuzione del prodotto stesso?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D5,B1.2 - Prodotto circolare,Dimensione 5 - trasporti e distribuzione,TRUE,Per la distribuzione del prodotto utilizzi una modalità sostenibile?,,,,checkbox,,,,"Si, ferrovia","Si, cargo bike",No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D7,B1.2 - Prodotto circolare,Dimensione 7 - filiera circolare,TRUE,Il prodotto è realizzato con materie prime reperite localmente?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.2 - D7,B1.2 - Prodotto circolare,Dimensione 7 - filiera circolare,TRUE,Il prodotto è venduto prioritariamente su mercato locale?,,,,checkbox,,,,"Si, grazie all’inserimento in reti di distribuzione di prodotti a km 0","Si, grazie ad accordi con rete di commercianti locali","Si, mediante la vendita diretta (spaccio aziendale, negozio, mercati)",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3,B1.3 - Mps,,TRUE,Nome della MPS,,,,text_short_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3,B1.3 - Mps,,TRUE,Tipologia di MPS,,,,radio,,,,Metalli,Vetro,Carta,Legno,Plastiche,Oli e sostanze chimiche,Fibre e tessuti,Materie organiche,"Materiali inerti lapidei (minerali, pietre, ghiaia etc.)",Componenti elettroniche,Imballaggi,Altro (specificare),,,,,,,,,,,,,
Specifica,B1.3,B1.3 - Mps,,TRUE,Categoria merceologica prevalente di impiego della MPS,,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,
Specifica,B1.3,B1.3 - Mps,,FALSE,Altra categoria merceologica di impiego della MPS (opzionale),,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza,
Elettronica","Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,,
Specifica,B1.3,B1.3 - Mps,,TRUE,Descrizione della MPS,"Min. 250 caratteri, max. 1000 caratteri. Utilizza la terza persona e il tempo verbale presente.",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D1,B1.3 - Mps,Dimensione 1 – progettazione circolare (ecodesign),TRUE,La MPS è stata progettata per avere una vita più lunga?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D1,B1.3 - Mps,Dimensione 1 – progettazione circolare (ecodesign),TRUE,La MPS è stata progettata per avere una seconda vita?,,,,checkbox,,,,"Si, con attenzione alla ri-utilizzabilità","Si, con attenzione alla rigenerabilità",No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D1,B1.3 - Mps,Dimensione 1 – progettazione circolare (ecodesign),TRUE,La MPS è stata progettata per essere recuperata a fine vita?,,,,checkbox,,,,"Si, con attenzione alla riciclabilità","Si, con attenzione alla biodegradabilità","Si, con attenzione alla compostabilità",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D1,B1.3 - Mps,Dimensione 1 – progettazione circolare (ecodesign),TRUE,La progettazione della MPS comprende la progettazione di un imballaggio con minore impatto?,,,,checkbox,,,,"Si, con attenzione alla eliminazione dell’imballaggio","Si, con attenzione alla riduzione dell’imballaggio",Si con attenzione alla riciclabilità dell’imballaggio,"Si, con attenzione alla seconda vita dell’imballaggio",No,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D1,B1.3 - Mps,Dimensione 1 – progettazione circolare (ecodesign),TRUE,La progettazione della MPS comprende la pianificazione della logistica e dei flussi di ritorno?,,,,checkbox,,,,"Si, con l’attivazione di sistemi di reverse-logistic che realizzano sinergie tra flussi di approvvigionamento, distribuzione e raccolta","Si, attraverso il collocamento dei resi in mercati secondari","Si, pianificando attività di ri-manifattura, riutilizzo",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D10,B1.3 - Mps,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,La MPS ha ottenuto la certificazione ambientale di prodotto secondo gli schemi esistenti?,,,,checkbox,,,,"Si, Ecolabel o altra etichettatura ambientale di Tipo I - ISO 14024","Si, autodichiarazione ambientale di Tipo II- ISO 14021","Si, EPD o altra dichiarazione ambientale di prodotto di Tipo III - ISO 14025","No
",,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D10,B1.3 - Mps,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,"La MPS ha ottenuto menzioni, premi, riconoscimenti, citazioni in articoli e stampa, in relazione al suo contenuto di economia circolare?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D10,B1.3 - Mps,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,"Descrizione di menzioni, premi, riconoscimenti, citazioni ottenuti","Campo testo max 250 caratteri  + Upload di eventuali file
",,,text_short_alfanum,,.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D10,B1.3 - Mps,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,Caratteristiche di circolarità: descrivi come la tua materia prima seconda (MPS) si inserisce nel modello circolare,"Min. 500 caratteri, max. 2000 caratteri. Utilizza la terza persona e il tempo verbale presente.",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D2,B1.3 - Mps,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Per la realizzazione della MPS si fa ricorso ad una quota di materie prime vergini?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D2,B1.3 - Mps,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,"Per la realizzazione della MPS si fa ricorso a sostanze inquinanti, tossiche, pericolose per impatto sulla salute e sull'ambiente?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D4,B1.3 - Mps,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Gli scarti e i rifiuti derivanti dalla produzione della MPS sono avviati a loro volta a recupero di materia?,,,,checkbox,,,,"Si, internamente al ciclo produttivo della mia organizzazione","Si, esternamente al ciclo produttivo della mia organizzazione","No
",,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D4,B1.3 - Mps,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Gli scarti e i rifiuti derivanti dalla produzione della MPS sono avviati a recupero di energia?,,,,checkbox,,,,"Si, internamente al ciclo produttivo della mia organizzazione","Si, esternamente al ciclo produttivo della mia organizzazione",No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D4,B1.3 - Mps,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,In fase di produzione utilizzi sistemi e strumenti per la prevenzione e riduzione delle emissioni inquinanti in acqua?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D4,B1.3 - Mps,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,In fase di produzione utilizzi sistemi e strumenti per la prevenzione e riduzione delle emissioni inquinanti in atmosfera?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D5,B1.3 - Mps,Dimensione 5 - trasporti e distribuzione,TRUE,Per la distribuzione della MPS applichi principi di ottimizzazione dei trasporti e della logistica?,,,,checkbox,,,,"Si, modello matematico di ottimizzazione","Si, selezione dei tragitti migliori","Si, spedizioni a pieno carico","Si, condivisione dei mezzi di trasporto con altre organizzazioni","No
",,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D5,B1.3 - Mps,Dimensione 5 - trasporti e distribuzione,TRUE,"Nella costruzione del prezzo della MPS sono state considerate le esternalità derivanti dai trasporti (nelle diverse fasi come l’approvvigionamento delle materie, la spedizione, etc)?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D5,B1.3 - Mps,Dimensione 5 - trasporti e distribuzione,TRUE,Per la distribuzione della MPS utilizzi una modalità sostenibile?,,,,checkbox,,,,"Si, ferrovia per il lungo raggio","Si, cargo bike per la logistica urbana",No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D7,B1.3 - Mps,Dimensione 7 - filiera circolare,FALSE,La MPS è realizzata con materiali reperiti localmente?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.3 - D7,B1.3 - Mps,Dimensione 7 - filiera circolare,,La MPS è venduta prioritariamente su mercato locale?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4,B1.4 – Servizio circolare,,TRUE,Nome del servizio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
