section_type,section_id,section_name,section_name,question_required,question_title,question_desc,question_placeholder_text,question_validation_text,question_type,question_answer_object,question_answer_fileformat,question_answer_scale_min_max_step,question_answer_option01,question_answer_option02,question_answer_option03,question_answer_option04,question_answer_option05,question_answer_option06,question_answer_option07,question_answer_option08,question_answer_option09,question_answer_option10,question_answer_option11,question_answer_option12,question_answer_option13,question_answer_option14,question_answer_option15,question_answer_option16,question_answer_option17,question_answer_option18,question_answer_option19,question_answer_option20,question_answer_option21,question_answer_option22,question_answer_option23,question_answer_option24,question_answer_option25
Specifica,B1.4,B1.4 – Servizio circolare,,TRUE,Categoria prevalente del servizio,,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione,
Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,,
Specifica,B1.4,B1.4 – Servizio circolare,,FALSE,Altra categoria del servizio (opzionale),,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Materia Prima Seconda (MPS) da materiali riciclati,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione
",,,,,,,
Specifica,B1.4,B1.4 – Servizio circolare,,TRUE,Descrizione del servizio,"Min. 250 caratteri, max. 1000 caratteri. Utilizza la terza persona e il tempo verbale presente.
",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D1,B1.4 – Servizio circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,Il servizio è finalizzato ad allungare la vita di prodotti?,,,,checkbox,,,,"Si, attraverso la riparazione e la fornitura parti di ricambio","Si, attraverso la ricollocazione in mercati secondari","Si, attraverso il supporto al passaggio di proprietà per il loro riutilizzo da parte di altri soggetti",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D1,B1.4 – Servizio circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,Il servizio è finalizzato a dare una seconda vita ai prodotti?,,,,checkbox,,,,"Si, attraverso la trasformazione in prodotti per usi diversi","Si, attraverso la rigenerazione e la fornitura di ricariche",No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D1,B1.4 – Servizio circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,Il servizio è finalizzato a evitare l’uso di imballaggi?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D1,B1.4 – Servizio circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,"Il servizio è finalizzato alla fornitura di prodotti in regime di comodato d’uso/leasing/noleggio, promuovendo così il passaggio dall’acquisto di prodotti all’acquisto di servizi che ne garantiscono l’uso, ma anche la manutenzione, la sostituzione a fine vita, una maggiore flessibilità, etc (secondo la logica product as a service)?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D10,B1.4 – Servizio circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,Il servizio è certificato Ecolabel turistico?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D10,B1.4 – Servizio circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,"Il servizio ha ottenuto menzioni, premi, riconoscimenti, citazioni in articoli e stampa, in relazione al suo contenuto di economia circolare?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D10,B1.4 – Servizio circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,"Descrizione di menzioni, premi, riconoscimenti, citazioni ottenuti","Campo testo max 250 caratteri  + Upload di eventuali file
",,,text_short_alfanum,,.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D10,B1.4 – Servizio circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,Caratteristiche di circolarità: descrivi le caratteristiche che rendono circolare il tuo servizio e come questo permette la transizione da un modello lineare a un modello circolare,"Min. 500 caratteri, max. 2000 caratteri. Utilizza la terza persona e il tempo verbale presente.
",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.4 - D4,B1.4 – Servizio circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il servizio è finalizzato alla gestione sostenibile dei rifiuti?,,,,checkbox,,,,"Si, sostiene la prevenzione della produzione di rifiuti","Si, sostiene l’avvio dei rifiuti a filiere di recupero e riciclaggio","Si, sostiene la raccolta differenziata",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",,TRUE,Nome dell’oggetto abilitante all’economia circolare,,,,text_short_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",,TRUE,Categoria merceologica prevalente,,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",,FALSE,Categoria merceologica secondaria (opzionale),,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Materia Prima Seconda (MPS) da materiali riciclati,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",,TRUE,"Descrizione dell’oggetto (prodotto, attrezzatura, tecnologia, impianto) abilitante","Min. 250 caratteri, max. 1000 caratteri. Utilizza la terza persona e il tempo verbale presente.

",,,text_long_alfanum,,,,VALUE!,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la sostituzione delle materie prime vergini con materie prime seconde?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la sostituzione delle materie prime provenienti da fonti fossili con biomateriali?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la riduzione dell’uso di materie in via di esaurimento (critical row materials)?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 2 - approvvigionamento materiali e risorse,TRUE,"Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la riduzione dell’uso di materie e sostanze inquinanti, tossiche, pericolose per impatto sulla salute e sull'ambiente?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la sostituzione dell’uso di energia e carburanti derivanti da fonti fossili con fonti rinnovabili?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 3 - consumo di risorse naturali e materia,TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità l’efficientamento dei processi produttivi?,,,,checkbox,,,,"Si, efficienza energetica","Si, efficienza idrica","Si, efficienza nell’uso delle materie","No
",,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare","Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la prevenzione della produzione di rifiuti e scarti?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare","Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità il recupero di materia da rifiuti e scarti?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare","Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità il recupero di energia da rifiuti e scarti?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare","Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la prevenzione e riduzione delle emissioni inquinanti in acqua?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare","Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il prodotto/attrezzatura/tecnologia abilitante ha come finalità la prevenzione e riduzione delle emissioni inquinanti in atmosfera?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,"Il prodotto/attrezzatura/tecnologia abilitante ha ottenuto menzioni, premi, riconoscimenti, citazioni in articoli e stampa, in relazione al suo contenuto di economia circolare?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,"Descrizione di menzioni, premi, riconoscimenti, citazioni ottenuti","Campo testo max 250 caratteri + Upload di eventuali file
",,,text_short_alfanum,,.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.5,"B1.5 – Oggetto (prodotto, attrezzatura, tecnologia, impianto, etc.) abilitante all’economia circolare",Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,Caratteristiche di circolarità: descrivi in che modo il tuo prodotto/tecnologia/ impianto abilitante permette la transizione da un modello tradizionale a un modello circolare,"Min. 500 caratteri, max. 2000 caratteri. Utilizza la terza persona e il tempo verbale presente.
",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,TRUE,Nome del progetto di ricerca/sperimentazione,,,,text_short_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,TRUE,Il progetto è svolto in partenariato?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,FALSE,Elenco partner (indicare il capofila),,,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,TRUE,Il progetto è cofinanziato?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,FALSE,Tipologia di co-finanziamento,,,,radio,,,,Unione Europea, Ente pubblico livello nazionale, Ente pubblico livello regionale, Ente pubblico livello locale, Soggetto privato, Fondazione, Altro (specificare),,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,TRUE,Categoria merceologica prevalente di applicazione degli esiti del progetto,,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni,
Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Materia Prima Seconda (MPS) da materiali riciclati,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti ,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,FALSE,Altra categoria merceologica di applicazione degli esiti del progetto (opzionale),,,,radio,,,,Agricoltura e zootecnia,"Alimentari: produzione, distribuzione e ridistribuzione","Carta, stampa e cancelleria","Commercio e mercatini (grande, media e piccola distribuzione, mercati dell’usato, e-commerce)","Cultura, arte, sport, tempo libero","Edilizia, costruzioni, ristrutturazioni","Educazione, sensibilizzazione, informazione, accompagnamento e consulenza",Elettronica,"Piattaforme che supportano sharing, networking e scambio di beni e competenze e/o applicazione mobile",Imballaggi,Materia Prima Seconda (MPS) da materiali riciclati,Mobili e complementi di arredo,"Mobilità, trasporti e logistica",Produzione e distribuzione di energia,"Pulizia, igiene e cosmetica (casalinghi e prodotti per la persona)",Raccolta e gestione dei rifiuti,"Tessile, abbigliamento, pelli, calzature e accessori","Turismo, ricettività, eventi, ristorazione",,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,,TRUE,Descrizione del progetto di ricerca,"Min. 250 caratteri, max. 1000 caratteri. Utilizza la terza persona e il tempo verbale presente.

",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,Il progetto lavora sul tema dell’allungamento del ciclo di vita di beni e prodotti?,,,,checkbox,,,,"Si, con particolare attenzione al tema della durabilità e riparabilità","Si, con particolare attenzione al tema della seconda vita","Si, con particolare attenzione al tema del recupero e riciclaggio",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,Il progetto lavora sul tema del passaggio dall’acquisto di prodotti all’acquisto di servizi che ne garantiscono l’uso (secondo la logica product as a service)?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,Il progetto lavora sul tema della integrazione della pianificazione della logistica e dei flussi di ritorno nella progettazione dei prodotti?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 1 - progettazione circolare (ecodesign),TRUE,Il progetto lavora sul tema della integrazione degli strumenti di analisi del ciclo di vita (es: LCA) nella progettazione dei prodotti?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,"Il progetto lavora sul tema della riduzione del ricorso a materie prime vergini, non rinnovabili e/o provenienti da fonti fossili?",,,,checkbox,,,,"Si, con particolare attenzione al tema delle materie prime seconde","Si, con particolare attenzione alla sostituzione delle materie prime in via di esaurimento (critical row materials)","Si, con particolare attenzione al tema dei biomateriali",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,"Il progetto lavora sul tema della riduzione dell’uso di materie e sostanze inquinanti, tossiche, pericolose per impatto sulla salute e sull'ambiente?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 2 - approvvigionamento materiali e risorse,TRUE,Il progetto lavora sul tema della sostituzione del ricorso a energia e carburanti da fonti fossili con fonti rinnovabili?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 3 - consumo di risorse naturali e materia,TRUE,Il progetto lavora sul tema dell’efficienza?,,,,checkbox,,,,"Si, efficienza energetica","Si, efficienza idrica","Si, efficienza nell’utilizzo di materia","No
",,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il progetto lavora sul tema dei rifiuti e scarti?,,,,checkbox,,,,"Si, sulla prevenzione della produzione di rifiuti e scarti","Si, sul recupero di materia da rifiuti e scarti","Si, sul recupero di energia da rifiuti e scarti","Si, sul miglioramento della gestione dei rifiuti prodotti",No ,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il progetto lavora sul tema della prevenzione e riduzione delle emissioni inquinanti?,,,,checkbox,,,,"Si, in atmosfera","Si, in acqua",No,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,"Dimensione 4 - gestione rifiuti, scarti ed emissioni",TRUE,Il progetto lavora sul tema delle emissioni climalteranti?,,,,checkbox,,,,"Si, con attenzione alla misurazione","Si, con attenzione alla prevenzione e riduzione delle emissioni","Si, con attenzione alla compensazione","No
",,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 5 - trasporti e distribuzione,TRUE,Il progetto lavora sul tema della ottimizzazione della distribuzione e della logistica?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 5 - trasporti e distribuzione,TRUE,Il progetto lavora sul tema della considerazione delle esternalità derivanti dai trasporti in tutto il ciclo produttivo nella costruzione dei prezzi dei prodotti?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 6 - promozione di stili di vita sostenibili,TRUE,Il progetto lavora sul tema del cambiamento dei comportamenti dei singoli rispetto e degli effetti attesi in termini di circolarità e sostenibilità?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 7 – filiera circolare,TRUE,Il progetto lavora sul tema della filiera circolare?,,,,checkbox,,,,"Si, con attenzione ai sistemi di qualificazione dei fornitori","Si, con attenzione allo sviluppo di partenariati e reti di collaborazione stabile"," Si, con attenzione alle filiere locali",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 7 – filiera circolare,TRUE,Il progetto lavora sul tema della simbiosi industriale?,,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,Il progetto ha tra gli obiettivi l’ottenimento della certificazione ambientale di prodotto secondo gli schemi esistenti?,,,,checkbox,,,,"Si, Ecolabel o altra etichettatura ambientale di Tipo I - ISO 14024","Si, autodichiarazione ambientale di Tipo II- ISO 14021","Si, EPD o altra dichiarazione ambientale di prodotto di Tipo III - ISO 14025",No,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,TRUE,"Il progetto ha ottenuto menzioni, premi, riconoscimenti, citazioni in articoli e stampa, in relazione al suo contenuto di economia circolare?",,,,boolean,,,,Si, No,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,"Descrizione di menzioni, premi, riconoscimenti, citazioni ottenuti",Campo testo max 250 caratteri + Upload di eventuali file,,,text_short_alfanum,,.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
Specifica,B1.6,B1.6 – Progetto di ricerca o sperimentazione puntuale sui temi dell’economia circolare,Dimensione 10 - riferimenti a standard ambientali e riconoscimenti ottenuti,FALSE,Caratteristiche di circolarità: descrivi su quali aspetti dell’economia circolare si concentra il tuo progetto di ricerca o sperimentazione e quali risultati/esiti sono attesi anche rispetto alla loro applicazione futura,"Min. 500 caratteri, max. 2000 caratteri. Utilizza la terza persona e il tempo verbale presente.",,,text_long_alfanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,